critic_name,genre,liked_percent
A.O. Scott,Action & Adventure,41.85639229422067
A.O. Scott,Animation,64.84018264840182
A.O. Scott,Art House & International,79.38144329896907
A.O. Scott,Classics,80.0
A.O. Scott,Comedy,42.12168486739469
A.O. Scott,Documentary,79.0909090909091
A.O. Scott,Drama,50.88272383354351
A.O. Scott,Faith & Spirituality,50.0
A.O. Scott,Horror,34.25925925925926
A.O. Scott,Kids & Family,51.515151515151516
A.O. Scott,Musical & Performing Arts,59.55056179775281
A.O. Scott,Mystery & Suspense,41.23711340206185
A.O. Scott,Romance,54.285714285714285
A.O. Scott,Science Fiction & Fantasy,46.494464944649444
A.O. Scott,Special Interest,91.2621359223301
A.O. Scott,Sports & Fitness,86.36363636363636
A.O. Scott,Television,75.0
A.O. Scott,Western,60.0
Alistair Harkness,Action & Adventure,48.822605965463104
Alistair Harkness,Animation,67.22689075630252
Alistair Harkness,Art House & International,60.4982206405694
Alistair Harkness,Classics,16.666666666666664
Alistair Harkness,Comedy,45.29085872576177
Alistair Harkness,Documentary,91.66666666666666
Alistair Harkness,Drama,59.20934411500449
Alistair Harkness,Horror,57.971014492753625
Alistair Harkness,Kids & Family,54.811715481171554
Alistair Harkness,Musical & Performing Arts,50.943396226415096
Alistair Harkness,Mystery & Suspense,58.93719806763285
Alistair Harkness,Romance,52.071005917159766
Alistair Harkness,Science Fiction & Fantasy,59.2797783933518
Alistair Harkness,Special Interest,73.17073170731707
Alistair Harkness,Sports & Fitness,75.0
Alistair Harkness,Television,25.0
Alistair Harkness,Western,73.68421052631578
Allan Hunter,Action & Adventure,68.66566716641678
Allan Hunter,Animation,78.01418439716312
Allan Hunter,Art House & International,89.16666666666667
Allan Hunter,Comedy,62.91989664082688
Allan Hunter,Drama,83.35889570552148
Allan Hunter,Horror,50.0
Allan Hunter,Kids & Family,73.23420074349443
Allan Hunter,Musical & Performing Arts,88.0
Allan Hunter,Mystery & Suspense,64.02116402116403
Allan Hunter,Romance,65.11627906976744
Allan Hunter,Science Fiction & Fantasy,71.31147540983606
Allan Hunter,Special Interest,97.72727272727273
Allan Hunter,Western,75.86206896551724
Andrea Chase,Action & Adventure,55.67260940032415
Andrea Chase,Animation,83.41121495327103
Andrea Chase,Art House & International,85.34482758620689
Andrea Chase,Classics,57.57575757575758
Andrea Chase,Comedy,69.23579359895493
Andrea Chase,Cult Movies,33.33333333333333
Andrea Chase,Documentary,91.07142857142857
Andrea Chase,Drama,70.32902467685076
Andrea Chase,Horror,42.81150159744409
Andrea Chase,Kids & Family,71.09375
Andrea Chase,Musical & Performing Arts,84.61538461538461
Andrea Chase,Mystery & Suspense,54.19354838709678
Andrea Chase,Romance,52.552552552552555
Andrea Chase,Science Fiction & Fantasy,54.58064516129032
Andrea Chase,Special Interest,96.3302752293578
Andrea Chase,Sports & Fitness,77.77777777777779
Andrea Chase,Western,37.83783783783784
Bill Gibron,Action & Adventure,53.36426914153132
Bill Gibron,Animation,60.0
Bill Gibron,Art House & International,85.88235294117646
Bill Gibron,Classics,71.875
Bill Gibron,Comedy,44.056463595839524
Bill Gibron,Documentary,88.23529411764706
Bill Gibron,Drama,56.72268907563025
Bill Gibron,Faith & Spirituality,25.0
Bill Gibron,Horror,56.839622641509436
Bill Gibron,Kids & Family,52.075471698113205
Bill Gibron,Musical & Performing Arts,48.78048780487805
Bill Gibron,Mystery & Suspense,55.407209612817084
Bill Gibron,Romance,44.919786096256686
Bill Gibron,Science Fiction & Fantasy,54.17185554171855
Bill Gibron,Special Interest,97.6470588235294
Bill Gibron,Sports & Fitness,75.0
Bill Gibron,Western,60.60606060606061
Bill Goodykoontz,Action & Adventure,63.4936211972522
Bill Goodykoontz,Animation,80.0
Bill Goodykoontz,Art House & International,92.39766081871345
Bill Goodykoontz,Classics,76.92307692307693
Bill Goodykoontz,Comedy,64.53781512605042
Bill Goodykoontz,Documentary,89.56521739130436
Bill Goodykoontz,Drama,75.03152585119798
Bill Goodykoontz,Faith & Spirituality,50.0
Bill Goodykoontz,Horror,62.19512195121951
Bill Goodykoontz,Kids & Family,73.68421052631578
Bill Goodykoontz,Musical & Performing Arts,71.7948717948718
Bill Goodykoontz,Mystery & Suspense,71.40468227424749
Bill Goodykoontz,Romance,57.83582089552238
Bill Goodykoontz,Science Fiction & Fantasy,58.92857142857143
Bill Goodykoontz,Special Interest,94.5945945945946
Bill Goodykoontz,Sports & Fitness,77.77777777777779
Bill Goodykoontz,Western,69.23076923076923
Bob Bloom,Action & Adventure,59.47888589398024
Bob Bloom,Animation,93.52331606217616
Bob Bloom,Art House & International,83.82352941176471
Bob Bloom,Classics,93.45454545454545
Bob Bloom,Comedy,70.07007007007007
Bob Bloom,Cult Movies,54.54545454545454
Bob Bloom,Documentary,90.0
Bob Bloom,Drama,73.91304347826086
Bob Bloom,Horror,59.58549222797927
Bob Bloom,Kids & Family,85.80786026200873
Bob Bloom,Musical & Performing Arts,79.46428571428571
Bob Bloom,Mystery & Suspense,60.909090909090914
Bob Bloom,Romance,70.98976109215018
Bob Bloom,Science Fiction & Fantasy,64.05594405594405
Bob Bloom,Special Interest,92.95774647887323
Bob Bloom,Western,62.96296296296296
Brian Orndorf,Action & Adventure,47.30769230769231
Brian Orndorf,Animation,64.47507953340403
Brian Orndorf,Art House & International,79.24528301886792
Brian Orndorf,Classics,69.79166666666666
Brian Orndorf,Comedy,45.490640952921154
Brian Orndorf,Cult Movies,94.73684210526315
Brian Orndorf,Documentary,80.06993006993007
Brian Orndorf,Drama,55.649867374005304
Brian Orndorf,Faith & Spirituality,42.857142857142854
Brian Orndorf,Horror,39.55296404275997
Brian Orndorf,Kids & Family,53.414001728608476
Brian Orndorf,Musical & Performing Arts,56.88405797101449
Brian Orndorf,Mystery & Suspense,46.29731212287439
Brian Orndorf,Romance,46.395806028833555
Brian Orndorf,Science Fiction & Fantasy,52.516129032258064
Brian Orndorf,Special Interest,75.44642857142857
Brian Orndorf,Sports & Fitness,52.94117647058824
Brian Orndorf,Television,60.0
Brian Orndorf,Western,64.19753086419753
Brian Webster,Action & Adventure,53.970588235294116
Brian Webster,Animation,91.2109375
Brian Webster,Art House & International,86.58536585365853
Brian Webster,Classics,97.0414201183432
Brian Webster,Comedy,57.21493440968718
Brian Webster,Documentary,68.96551724137932
Brian Webster,Drama,66.60430308699719
Brian Webster,Horror,28.888888888888886
Brian Webster,Kids & Family,81.52173913043478
Brian Webster,Musical & Performing Arts,94.28571428571428
Brian Webster,Mystery & Suspense,53.333333333333336
Brian Webster,Romance,77.81456953642383
Brian Webster,Science Fiction & Fantasy,76.83523654159869
Brian Webster,Special Interest,81.48148148148148
Brian Webster,Television,28.57142857142857
Brian Webster,Western,58.333333333333336
Carrie Rickey,Action & Adventure,57.19063545150501
Carrie Rickey,Animation,63.725490196078425
Carrie Rickey,Anime & Manga,33.33333333333333
Carrie Rickey,Art House & International,82.14285714285714
Carrie Rickey,Classics,50.0
Carrie Rickey,Comedy,65.24216524216524
Carrie Rickey,Documentary,90.42553191489363
Carrie Rickey,Drama,76.5379113018598
Carrie Rickey,Faith & Spirituality,50.0
Carrie Rickey,Horror,45.09803921568628
Carrie Rickey,Kids & Family,56.447688564476884
Carrie Rickey,Musical & Performing Arts,61.44578313253012
Carrie Rickey,Mystery & Suspense,61.694915254237294
Carrie Rickey,Romance,56.59340659340659
Carrie Rickey,Science Fiction & Fantasy,55.369127516778526
Carrie Rickey,Special Interest,84.84848484848484
Carrie Rickey,Sports & Fitness,83.33333333333334
Carrie Rickey,Television,88.88888888888889
Carrie Rickey,Western,47.61904761904761
Cherryl Dawson and Leigh Ann Palone,Action & Adventure,48.493543758967
Cherryl Dawson and Leigh Ann Palone,Animation,56.25
Cherryl Dawson and Leigh Ann Palone,Art House & International,67.69759450171821
Cherryl Dawson and Leigh Ann Palone,Classics,50.0
Cherryl Dawson and Leigh Ann Palone,Comedy,50.0
Cherryl Dawson and Leigh Ann Palone,Documentary,83.76623376623377
Cherryl Dawson and Leigh Ann Palone,Drama,57.12260807937633
Cherryl Dawson and Leigh Ann Palone,Faith & Spirituality,59.25925925925925
Cherryl Dawson and Leigh Ann Palone,Gay & Lesbian,33.33333333333333
Cherryl Dawson and Leigh Ann Palone,Horror,22.07792207792208
Cherryl Dawson and Leigh Ann Palone,Kids & Family,47.276688453159046
Cherryl Dawson and Leigh Ann Palone,Musical & Performing Arts,56.56565656565656
Cherryl Dawson and Leigh Ann Palone,Mystery & Suspense,48.16247582205029
Cherryl Dawson and Leigh Ann Palone,Romance,53.714285714285715
Cherryl Dawson and Leigh Ann Palone,Science Fiction & Fantasy,48.74651810584958
Cherryl Dawson and Leigh Ann Palone,Special Interest,79.36507936507937
Cherryl Dawson and Leigh Ann Palone,Sports & Fitness,79.41176470588235
Cherryl Dawson and Leigh Ann Palone,Television,75.0
Cherryl Dawson and Leigh Ann Palone,Western,50.0
Chris Bumbray,Action & Adventure,69.02313624678663
Chris Bumbray,Animation,87.05882352941177
Chris Bumbray,Art House & International,92.0
Chris Bumbray,Classics,88.23529411764706
Chris Bumbray,Comedy,68.11594202898551
Chris Bumbray,Cult Movies,75.0
Chris Bumbray,Drama,77.0754716981132
Chris Bumbray,Horror,66.34615384615384
Chris Bumbray,Kids & Family,65.87301587301587
Chris Bumbray,Musical & Performing Arts,83.33333333333334
Chris Bumbray,Mystery & Suspense,71.78423236514523
Chris Bumbray,Romance,63.08724832214765
Chris Bumbray,Science Fiction & Fantasy,65.25612472160356
Chris Bumbray,Special Interest,85.29411764705883
Chris Bumbray,Sports & Fitness,78.57142857142857
Chris Bumbray,Western,67.74193548387096
Chris Hewitt,Action & Adventure,61.61670235546038
Chris Hewitt,Animation,62.14177978883861
Chris Hewitt,Art House & International,84.55217748562038
Chris Hewitt,Classics,62.22222222222222
Chris Hewitt,Comedy,54.071661237785015
Chris Hewitt,Cult Movies,25.0
Chris Hewitt,Documentary,62.84403669724771
Chris Hewitt,Drama,64.9270913277053
Chris Hewitt,Faith & Spirituality,22.916666666666664
Chris Hewitt,Gay & Lesbian,63.63636363636363
Chris Hewitt,Horror,48.09843400447427
Chris Hewitt,Kids & Family,57.60517799352751
Chris Hewitt,Musical & Performing Arts,63.519313304721024
Chris Hewitt,Mystery & Suspense,60.3035143769968
Chris Hewitt,Romance,77.49796913078798
Chris Hewitt,Science Fiction & Fantasy,60.24716786817713
Chris Hewitt,Special Interest,62.24188790560472
Chris Hewitt,Sports & Fitness,69.76744186046511
Chris Hewitt,Television,97.22222222222221
Chris Hewitt,Western,61.702127659574465
Christian Toto,Action & Adventure,64.25438596491229
Christian Toto,Animation,77.92792792792793
Christian Toto,Art House & International,71.9298245614035
Christian Toto,Classics,75.0
Christian Toto,Comedy,58.02603036876356
Christian Toto,Documentary,80.76923076923077
Christian Toto,Drama,65.1639344262295
Christian Toto,Horror,51.028806584362144
Christian Toto,Kids & Family,68.77192982456141
Christian Toto,Musical & Performing Arts,72.5
Christian Toto,Mystery & Suspense,64.8870636550308
Christian Toto,Romance,65.59633027522935
Christian Toto,Science Fiction & Fantasy,60.25104602510461
Christian Toto,Special Interest,61.53846153846154
Christian Toto,Sports & Fitness,84.61538461538461
Christian Toto,Television,41.66666666666667
Christian Toto,Western,88.46153846153845
Christopher Null,Action & Adventure,49.90328820116054
Christopher Null,Animation,67.60330578512396
Christopher Null,Art House & International,64.63414634146342
Christopher Null,Classics,77.5
Christopher Null,Comedy,56.22119815668203
Christopher Null,Cult Movies,75.0
Christopher Null,Documentary,62.295081967213115
Christopher Null,Drama,63.05084745762712
Christopher Null,Faith & Spirituality,77.77777777777779
Christopher Null,Horror,47.868852459016395
Christopher Null,Kids & Family,63.56821589205397
Christopher Null,Musical & Performing Arts,83.69098712446352
Christopher Null,Mystery & Suspense,56.030534351145036
Christopher Null,Romance,62.65984654731458
Christopher Null,Science Fiction & Fantasy,69.80198019801979
Christopher Null,Special Interest,63.1578947368421
Christopher Null,Sports & Fitness,94.11764705882352
Christopher Null,Television,28.57142857142857
Christopher Null,Western,52.85714285714286
Claudia Puig,Action & Adventure,51.141924959216965
Claudia Puig,Animation,65.23297491039428
Claudia Puig,Art House & International,95.60283687943263
Claudia Puig,Classics,66.66666666666666
Claudia Puig,Comedy,56.70350792888035
Claudia Puig,Documentary,78.76106194690266
Claudia Puig,Drama,71.1645101663586
Claudia Puig,Faith & Spirituality,85.71428571428571
Claudia Puig,Horror,40.20100502512563
Claudia Puig,Kids & Family,62.11096075778079
Claudia Puig,Musical & Performing Arts,65.9090909090909
Claudia Puig,Mystery & Suspense,49.696969696969695
Claudia Puig,Romance,77.08333333333334
Claudia Puig,Science Fiction & Fantasy,51.743375174337515
Claudia Puig,Special Interest,77.21518987341773
Claudia Puig,Sports & Fitness,69.6969696969697
Claudia Puig,Television,55.55555555555556
Claudia Puig,Western,50.0
Cole Smithey,Action & Adventure,53.92156862745098
Cole Smithey,Animation,59.30521091811415
Cole Smithey,Art House & International,38.934056007226744
Cole Smithey,Classics,95.1890034364261
Cole Smithey,Comedy,48.7473903966597
Cole Smithey,Cult Movies,87.5
Cole Smithey,Documentary,95.11278195488721
Cole Smithey,Drama,54.63818935288492
Cole Smithey,Faith & Spirituality,60.0
Cole Smithey,Horror,48.80952380952381
Cole Smithey,Kids & Family,58.76494023904383
Cole Smithey,Musical & Performing Arts,69.93006993006993
Cole Smithey,Mystery & Suspense,58.971962616822424
Cole Smithey,Romance,28.000000000000004
Cole Smithey,Science Fiction & Fantasy,45.20547945205479
Cole Smithey,Special Interest,89.74358974358975
Cole Smithey,Sports & Fitness,90.69767441860465
Cole Smithey,Television,50.0
Cole Smithey,Western,76.47058823529412
Dan Lybarger,Action & Adventure,41.37931034482759
Dan Lybarger,Animation,52.40793201133145
Dan Lybarger,Art House & International,81.97674418604652
Dan Lybarger,Classics,53.125
Dan Lybarger,Comedy,44.26229508196721
Dan Lybarger,Cult Movies,20.0
Dan Lybarger,Documentary,80.3030303030303
Dan Lybarger,Drama,61.01522842639594
Dan Lybarger,Horror,23.376623376623375
Dan Lybarger,Kids & Family,40.089086859688194
Dan Lybarger,Musical & Performing Arts,62.5
Dan Lybarger,Mystery & Suspense,43.82022471910113
Dan Lybarger,Romance,49.64028776978417
Dan Lybarger,Science Fiction & Fantasy,42.19948849104859
Dan Lybarger,Special Interest,76.47058823529412
Dan Lybarger,Western,71.42857142857143
Daniel M. Kimmel,Action & Adventure,66.96859903381642
Daniel M. Kimmel,Animation,65.98639455782312
Daniel M. Kimmel,Art House & International,78.48101265822784
Daniel M. Kimmel,Classics,46.34146341463415
Daniel M. Kimmel,Comedy,53.796350794585045
Daniel M. Kimmel,Documentary,72.46376811594203
Daniel M. Kimmel,Drama,68.27458256029685
Daniel M. Kimmel,Faith & Spirituality,50.0
Daniel M. Kimmel,Horror,60.33898305084746
Daniel M. Kimmel,Kids & Family,62.515883100381195
Daniel M. Kimmel,Musical & Performing Arts,65.17857142857143
Daniel M. Kimmel,Mystery & Suspense,68.09078771695593
Daniel M. Kimmel,Romance,50.89514066496164
Daniel M. Kimmel,Science Fiction & Fantasy,73.76294591484465
Daniel M. Kimmel,Special Interest,89.0909090909091
Daniel M. Kimmel,Sports & Fitness,71.42857142857143
Daniel M. Kimmel,Television,27.27272727272727
Daniel M. Kimmel,Western,82.85714285714286
David Nusair,Action & Adventure,52.2911051212938
